participant,item,size,contrast,slider.response,my_rs,total_residuals,unique_item_no,session,trials.thisN,condition_abs,half,literacy,age_textbox.text,gender_slider.response,dot_pitch,res_width,VT_perc_correct,VT_no_correct,difference
70,45,N,N,0.981481481,0.99,14.13,177,﻿64be4f99b5025ae77894a704,112,A,Second,25,49,F,0.3571875,1920,100,6,0.008518519000000002
70,17,N,N,0.183333333,0.487272727,88.33,65,﻿64be4f99b5025ae77894a704,113,A,Second,25,49,F,0.3571875,1920,100,6,0.30393939400000003
70,18,I,I,0.081481481,0.505227273,87.36,70,﻿64be4f99b5025ae77894a704,114,B,Second,25,49,F,0.3571875,1920,100,6,0.42374579200000007
70,12,I,N,0.043518519,0.3975,92.82,47,﻿64be4f99b5025ae77894a704,115,X,Second,25,49,F,0.3571875,1920,100,6,0.35398148100000004
70,32,N,N,0.70462963,0.756590909,65.73,125,﻿64be4f99b5025ae77894a704,116,A,Second,25,49,F,0.3571875,1920,100,6,0.05196127900000003
70,26,N,I,0.506481481,0.648863636,76.62,104,﻿64be4f99b5025ae77894a704,117,Y,Second,25,49,F,0.3571875,1920,100,6,0.14238215499999995
70,39,I,N,0.796296296,0.882272727,47.19,155,﻿64be4f99b5025ae77894a704,118,X,Second,25,49,F,0.3571875,1920,100,6,0.08597643100000008
70,8,N,N,0.301851852,0.325681818,95.52,29,﻿64be4f99b5025ae77894a704,119,A,Second,25,49,F,0.3571875,1920,100,6,0.023829966000000036
70,2,I,N,0.097222222,0.217954545,98.2,7,﻿64be4f99b5025ae77894a704,120,X,Second,25,49,F,0.3571875,1920,100,6,0.120732323
70,33,N,N,0.696296296,0.774545455,63.57,129,﻿64be4f99b5025ae77894a704,121,A,Second,25,49,F,0.3571875,1920,100,6,0.07824915900000007
70,41,N,I,0.75462963,0.918181818,39.66,164,﻿64be4f99b5025ae77894a704,122,Y,Second,25,49,F,0.3571875,1920,100,6,0.16355218799999993
70,16,I,I,0.153703704,0.469318182,89.4,62,﻿64be4f99b5025ae77894a704,123,B,Second,25,49,F,0.3571875,1920,100,6,0.315614478
70,7,N,I,0.002777778,0.307727273,96.03,28,﻿64be4f99b5025ae77894a704,124,Y,Second,25,49,F,0.3571875,1920,100,6,0.304949495
70,12,N,N,0.184259259,0.3975,92.82,45,﻿64be4f99b5025ae77894a704,125,A,Second,25,49,F,0.3571875,1920,100,6,0.213240741
70,16,N,N,0.701851852,0.469318182,89.4,61,﻿64be4f99b5025ae77894a704,126,A,Second,25,49,F,0.3571875,1920,100,6,-0.23253367000000003
70,26,I,I,0.25,0.648863636,76.62,102,﻿64be4f99b5025ae77894a704,127,B,Second,25,49,F,0.3571875,1920,100,6,0.39886363599999997
70,35,I,N,0.647222222,0.810454545,58.87,139,﻿64be4f99b5025ae77894a704,128,X,Second,25,49,F,0.3571875,1920,100,6,0.163232323
70,19,I,I,0.168518519,0.523181818,86.21,74,﻿64be4f99b5025ae77894a704,129,B,Second,25,49,F,0.3571875,1920,100,6,0.35466329899999993
70,9,I,I,0.149074074,0.343636364,94.9,34,﻿64be4f99b5025ae77894a704,130,B,Second,25,49,F,0.3571875,1920,100,6,0.19456229000000003
70,44,N,N,0.925925926,0.972045455,23.65,173,﻿64be4f99b5025ae77894a704,131,A,Second,25,49,F,0.3571875,1920,100,6,0.04611952899999994
70,33,I,N,0.507407407,0.774545455,63.57,131,﻿64be4f99b5025ae77894a704,132,X,Second,25,49,F,0.3571875,1920,100,6,0.2671380480000001
70,6,N,I,0.076851852,0.289772727,96.58,24,﻿64be4f99b5025ae77894a704,133,Y,Second,25,49,F,0.3571875,1920,100,6,0.212920875
70,8,I,N,0.168518519,0.325681818,95.52,31,﻿64be4f99b5025ae77894a704,134,X,Second,25,49,F,0.3571875,1920,100,6,0.157163299
70,36,I,N,0.52037037,0.828409091,56.22,143,﻿64be4f99b5025ae77894a704,135,X,Second,25,49,F,0.3571875,1920,100,6,0.30803872100000007
70,44,I,N,0.940740741,0.972045455,23.65,175,﻿64be4f99b5025ae77894a704,136,X,Second,25,49,F,0.3571875,1920,100,6,0.0313047139999999
70,19,I,N,0.091666667,0.523181818,86.21,75,﻿64be4f99b5025ae77894a704,137,X,Second,25,49,F,0.3571875,1920,100,6,0.431515151
70,21,N,I,0.422222222,0.559090909,83.77,84,﻿64be4f99b5025ae77894a704,138,Y,Second,25,49,F,0.3571875,1920,100,6,0.13686868700000004
70,13,N,I,0.297222222,0.415454545,91.98,52,﻿64be4f99b5025ae77894a704,139,Y,Second,25,49,F,0.3571875,1920,100,6,0.11823232300000003
70,30,N,N,0.814814815,0.720681818,69.76,117,﻿64be4f99b5025ae77894a704,140,A,Second,25,49,F,0.3571875,1920,100,6,-0.094132997
70,7,N,N,0.347222222,0.307727273,96.03,25,﻿64be4f99b5025ae77894a704,141,A,Second,25,49,F,0.3571875,1920,100,6,-0.039494949
70,8,I,I,0.147222222,0.325681818,95.52,30,﻿64be4f99b5025ae77894a704,142,B,Second,25,49,F,0.3571875,1920,100,6,0.178459596
70,41,N,N,0.907407407,0.918181818,39.66,161,﻿64be4f99b5025ae77894a704,143,A,Second,25,49,F,0.3571875,1920,100,6,0.010774410999999984
70,14,I,N,0.100925926,0.433409091,91.2,55,﻿64be4f99b5025ae77894a704,144,X,Second,25,49,F,0.3571875,1920,100,6,0.332483165
70,16,N,I,0.044444444,0.469318182,89.4,64,﻿64be4f99b5025ae77894a704,145,Y,Second,25,49,F,0.3571875,1920,100,6,0.42487373799999995
70,31,N,N,0.84537037,0.738636364,67.86,121,﻿64be4f99b5025ae77894a704,146,A,Second,25,49,F,0.3571875,1920,100,6,-0.10673400600000005
70,42,N,I,0.848148148,0.936136364,35.25,168,﻿64be4f99b5025ae77894a704,147,Y,Second,25,49,F,0.3571875,1920,100,6,0.08798821599999995
70,22,I,I,0.069444444,0.577045455,82.45,86,﻿64be4f99b5025ae77894a704,149,B,Second,25,49,F,0.3571875,1920,100,6,0.507601011
70,38,I,I,0.561111111,0.864318182,50.47,150,﻿64be4f99b5025ae77894a704,150,B,Second,25,49,F,0.3571875,1920,100,6,0.303207071
70,11,I,I,0.112962963,0.379545455,93.55,42,﻿64be4f99b5025ae77894a704,151,B,Second,25,49,F,0.3571875,1920,100,6,0.26658249199999995
70,15,I,N,0.127777778,0.451363636,90.29,59,﻿64be4f99b5025ae77894a704,152,X,Second,25,49,F,0.3571875,1920,100,6,0.323585858
70,24,N,N,0.653703704,0.612954545,79.66,93,﻿64be4f99b5025ae77894a704,153,A,Second,25,49,F,0.3571875,1920,100,6,-0.04074915899999998
70,24,I,I,0.183333333,0.612954545,79.66,94,﻿64be4f99b5025ae77894a704,154,B,Second,25,49,F,0.3571875,1920,100,6,0.42962121200000003
70,37,I,N,0.796296296,0.846363636,53.4,147,﻿64be4f99b5025ae77894a704,155,X,Second,25,49,F,0.3571875,1920,100,6,0.050067340000000016
70,7,I,N,0.046296296,0.307727273,96.03,27,﻿64be4f99b5025ae77894a704,156,X,Second,25,49,F,0.3571875,1920,100,6,0.261430977
70,29,I,I,0.319444444,0.702727273,71.6,114,﻿64be4f99b5025ae77894a704,157,B,Second,25,49,F,0.3571875,1920,100,6,0.38328282900000005
70,38,I,N,0.72037037,0.864318182,50.47,151,﻿64be4f99b5025ae77894a704,158,X,Second,25,49,F,0.3571875,1920,100,6,0.14394781199999995
70,42,I,I,0.800925926,0.936136364,35.25,166,﻿64be4f99b5025ae77894a704,159,B,Second,25,49,F,0.3571875,1920,100,6,0.135210438
70,43,I,I,0.868518519,0.954090909,30.04,170,﻿64be4f99b5025ae77894a704,160,B,Second,25,49,F,0.3571875,1920,100,6,0.08557239000000005
70,9,I,N,0.164814815,0.343636364,94.9,35,﻿64be4f99b5025ae77894a704,161,X,Second,25,49,F,0.3571875,1920,100,6,0.17882154900000002
70,22,N,I,0.233333333,0.577045455,82.45,88,﻿64be4f99b5025ae77894a704,162,Y,Second,25,49,F,0.3571875,1920,100,6,0.343712122
70,26,N,N,0.698148148,0.648863636,76.62,101,﻿64be4f99b5025ae77894a704,163,A,Second,25,49,F,0.3571875,1920,100,6,-0.04928451200000006
70,16,I,N,0.143518519,0.469318182,89.4,63,﻿64be4f99b5025ae77894a704,164,X,Second,25,49,F,0.3571875,1920,100,6,0.32579966299999996
70,3,N,N,0.087037037,0.235909091,97.87,9,﻿64be4f99b5025ae77894a704,165,A,Second,25,49,F,0.3571875,1920,100,6,0.14887205399999998
70,5,N,I,0.090740741,0.271818182,96.99,20,﻿64be4f99b5025ae77894a704,166,Y,Second,25,49,F,0.3571875,1920,100,6,0.181077441
70,37,I,I,0.641666667,0.846363636,53.4,146,﻿64be4f99b5025ae77894a704,167,B,Second,25,49,F,0.3571875,1920,100,6,0.204696969
70,4,I,I,0.078703704,0.253863636,97.45,14,﻿64be4f99b5025ae77894a704,168,B,Second,25,49,F,0.3571875,1920,100,6,0.17515993200000002
70,3,I,I,0.094444444,0.235909091,97.87,10,﻿64be4f99b5025ae77894a704,169,B,Second,25,49,F,0.3571875,1920,100,6,0.141464647
70,44,N,I,0.883333333,0.972045455,23.65,176,﻿64be4f99b5025ae77894a704,170,Y,Second,25,49,F,0.3571875,1920,100,6,0.0887121219999999
70,27,I,N,0.406481481,0.666818182,75.05,107,﻿64be4f99b5025ae77894a704,171,X,Second,25,49,F,0.3571875,1920,100,6,0.260336701
70,13,N,N,0.302777778,0.415454545,91.98,49,﻿64be4f99b5025ae77894a704,172,A,Second,25,49,F,0.3571875,1920,100,6,0.11267676700000001
70,27,N,N,0.774074074,0.666818182,75.05,105,﻿64be4f99b5025ae77894a704,173,A,Second,25,49,F,0.3571875,1920,100,6,-0.10725589199999996
70,5,N,N,0.296296296,0.271818182,96.99,17,﻿64be4f99b5025ae77894a704,174,A,Second,25,49,F,0.3571875,1920,100,6,-0.024478113999999995
70,24,N,I,0.384259259,0.612954545,79.66,96,﻿64be4f99b5025ae77894a704,175,Y,Second,25,49,F,0.3571875,1920,100,6,0.228695286
70,43,N,I,0.825925926,0.954090909,30.04,172,﻿64be4f99b5025ae77894a704,176,Y,Second,25,49,F,0.3571875,1920,100,6,0.128164983
70,30,I,I,0.405555556,0.720681818,69.76,118,﻿64be4f99b5025ae77894a704,177,B,Second,25,49,F,0.3571875,1920,100,6,0.315126262
70,20,N,I,0.208333333,0.541136364,85.04,80,﻿64be4f99b5025ae77894a704,178,Y,Second,25,49,F,0.3571875,1920,100,6,0.33280303099999997
70,17,I,N,0.151851852,0.487272727,88.33,67,﻿64be4f99b5025ae77894a704,179,X,Second,25,49,F,0.3571875,1920,100,6,0.335420875
70,10,I,I,0.236111111,0.361590909,94.23,38,﻿64be4f99b5025ae77894a704,180,B,Second,25,49,F,0.3571875,1920,100,6,0.125479798
70,34,I,I,0.50462963,0.7925,61.29,134,﻿64be4f99b5025ae77894a704,181,B,Second,25,49,F,0.3571875,1920,100,6,0.28787036999999993
70,35,N,I,0.812962963,0.810454545,58.87,140,﻿64be4f99b5025ae77894a704,182,Y,Second,25,49,F,0.3571875,1920,100,6,-0.0025084180000000122
70,40,I,I,0.777777778,0.900227273,43.56,158,﻿64be4f99b5025ae77894a704,183,B,Second,25,49,F,0.3571875,1920,100,6,0.12244949500000002
70,10,N,N,0.237037037,0.361590909,94.23,37,﻿64be4f99b5025ae77894a704,184,A,Second,25,49,F,0.3571875,1920,100,6,0.12455387200000001
70,43,I,N,0.851851852,0.954090909,30.04,171,﻿64be4f99b5025ae77894a704,185,X,Second,25,49,F,0.3571875,1920,100,6,0.10223905700000002
85,21,N,N,0.848965321,0.559090909,83.77,81,﻿64be4d2be87f5c02557d9be9,0,A,First,22,22,M,0.2626788154897494,2195,100,6,-0.28987441199999997
85,16,N,I,0.255365846,0.469318182,89.4,64,﻿64be4d2be87f5c02557d9be9,1,Y,First,22,22,M,0.2626788154897494,2195,100,6,0.21395233599999997
85,28,N,I,0.65788464,0.684772727,73.36,112,﻿64be4d2be87f5c02557d9be9,2,Y,First,22,22,M,0.2626788154897494,2195,100,6,0.026888087000000005
85,13,N,I,0.110088995,0.415454545,91.98,52,﻿64be4d2be87f5c02557d9be9,3,Y,First,22,22,M,0.2626788154897494,2195,100,6,0.30536555
85,43,I,I,0.896619655,0.954090909,30.04,170,﻿64be4d2be87f5c02557d9be9,4,B,First,22,22,M,0.2626788154897494,2195,100,6,0.05747125400000008
85,38,I,N,0.729135064,0.864318182,50.47,151,﻿64be4d2be87f5c02557d9be9,5,X,First,22,22,M,0.2626788154897494,2195,100,6,0.13518311799999994
85,10,I,N,0.11887966,0.361590909,94.23,39,﻿64be4d2be87f5c02557d9be9,6,X,First,22,22,M,0.2626788154897494,2195,100,6,0.24271124900000002
85,5,I,N,0.097134373,0.271818182,96.99,19,﻿64be4d2be87f5c02557d9be9,7,X,First,22,22,M,0.2626788154897494,2195,100,6,0.17468380900000002
85,36,I,N,0.687495192,0.828409091,56.22,143,﻿64be4d2be87f5c02557d9be9,8,X,First,22,22,M,0.2626788154897494,2195,100,6,0.14091389900000006
85,1,N,I,0.222054038,0.2,98.47,4,﻿64be4d2be87f5c02557d9be9,9,Y,First,22,22,M,0.2626788154897494,2195,100,6,-0.022054037999999998
85,18,I,I,0.088806408,0.505227273,87.36,70,﻿64be4d2be87f5c02557d9be9,10,B,First,22,22,M,0.2626788154897494,2195,100,6,0.41642086500000003
85,23,I,I,0.164220838,0.595,81.13,90,﻿64be4d2be87f5c02557d9be9,11,B,First,22,22,M,0.2626788154897494,2195,100,6,0.430779162
85,45,N,I,0.921140947,0.99,14.13,180,﻿64be4d2be87f5c02557d9be9,12,Y,First,22,22,M,0.2626788154897494,2195,100,6,0.06885905299999995
85,6,I,N,0.086030502,0.289772727,96.58,23,﻿64be4d2be87f5c02557d9be9,13,X,First,22,22,M,0.2626788154897494,2195,100,6,0.203742225
85,20,I,N,0.241023221,0.541136364,85.04,79,﻿64be4d2be87f5c02557d9be9,15,X,First,22,22,M,0.2626788154897494,2195,100,6,0.30011314299999997
85,1,I,N,0.061971861,0.2,98.47,3,﻿64be4d2be87f5c02557d9be9,16,X,First,22,22,M,0.2626788154897494,2195,100,6,0.138028139
85,25,N,I,0.519085002,0.630909091,78.2,100,﻿64be4d2be87f5c02557d9be9,17,Y,First,22,22,M,0.2626788154897494,2195,100,6,0.11182408900000007
85,5,N,I,0.278961836,0.271818182,96.99,20,﻿64be4d2be87f5c02557d9be9,18,Y,First,22,22,M,0.2626788154897494,2195,100,6,-0.007143653999999999
85,7,N,I,0.464027856,0.307727273,96.03,28,﻿64be4d2be87f5c02557d9be9,19,Y,First,22,22,M,0.2626788154897494,2195,100,6,-0.156300583
85,41,I,I,0.660660447,0.918181818,39.66,162,﻿64be4d2be87f5c02557d9be9,20,B,First,22,22,M,0.2626788154897494,2195,100,6,0.25752137099999994
85,9,N,I,0.296080367,0.343636364,94.9,36,﻿64be4d2be87f5c02557d9be9,21,Y,First,22,22,M,0.2626788154897494,2195,100,6,0.047555997000000017
85,15,I,N,0.275723181,0.451363636,90.29,59,﻿64be4d2be87f5c02557d9be9,22,X,First,22,22,M,0.2626788154897494,2195,100,6,0.17564045500000003
85,31,N,I,0.582007411,0.738636364,67.86,124,﻿64be4d2be87f5c02557d9be9,23,Y,First,22,22,M,0.2626788154897494,2195,100,6,0.15662895300000002
85,1,I,I,0.096209071,0.2,98.47,2,﻿64be4d2be87f5c02557d9be9,24,B,First,22,22,M,0.2626788154897494,2195,100,6,0.10379092900000002
85,36,N,I,0.764760275,0.828409091,56.22,144,﻿64be4d2be87f5c02557d9be9,25,Y,First,22,22,M,0.2626788154897494,2195,100,6,0.06364881600000005
85,40,N,I,0.756432162,0.900227273,43.56,160,﻿64be4d2be87f5c02557d9be9,26,Y,First,22,22,M,0.2626788154897494,2195,100,6,0.1437951110000001
85,36,N,N,0.905872971,0.828409091,56.22,141,﻿64be4d2be87f5c02557d9be9,27,A,First,22,22,M,0.2626788154897494,2195,100,6,-0.07746387999999993
85,43,I,N,0.752268304,0.954090909,30.04,171,﻿64be4d2be87f5c02557d9be9,28,X,First,22,22,M,0.2626788154897494,2195,100,6,0.20182260500000004
85,14,N,I,0.268320469,0.433409091,91.2,56,﻿64be4d2be87f5c02557d9be9,29,Y,First,22,22,M,0.2626788154897494,2195,100,6,0.16508862200000002
85,5,N,N,0.539442336,0.271818182,96.99,17,﻿64be4d2be87f5c02557d9be9,30,A,First,22,22,M,0.2626788154897494,2195,100,6,-0.267624154
85,4,I,N,0.138311594,0.253863636,97.45,15,﻿64be4d2be87f5c02557d9be9,31,X,First,22,22,M,0.2626788154897494,2195,100,6,0.115552042
85,5,I,I,0.061971861,0.271818182,96.99,18,﻿64be4d2be87f5c02557d9be9,32,B,First,22,22,M,0.2626788154897494,2195,100,6,0.209846321
85,24,I,I,0.185040824,0.612954545,79.66,94,﻿64be4d2be87f5c02557d9be9,33,B,First,22,22,M,0.2626788154897494,2195,100,6,0.427913721
85,1,N,N,0.391389381,0.2,98.47,1,﻿64be4d2be87f5c02557d9be9,34,A,First,22,22,M,0.2626788154897494,2195,100,6,-0.19138938099999997
85,44,N,N,0.929006211,0.972045455,23.65,173,﻿64be4d2be87f5c02557d9be9,35,A,First,22,22,M,0.2626788154897494,2195,100,6,0.04303924399999992
85,14,I,N,0.137848992,0.433409091,91.2,55,﻿64be4d2be87f5c02557d9be9,36,X,First,22,22,M,0.2626788154897494,2195,100,6,0.295560099
85,44,I,N,0.834622548,0.972045455,23.65,175,﻿64be4d2be87f5c02557d9be9,37,X,First,22,22,M,0.2626788154897494,2195,100,6,0.13742290699999993
85,30,N,I,0.348361606,0.720681818,69.76,120,﻿64be4d2be87f5c02557d9be9,38,Y,First,22,22,M,0.2626788154897494,2195,100,6,0.372320212
85,2,N,I,0.099447726,0.217954545,98.2,8,﻿64be4d2be87f5c02557d9be9,39,Y,First,22,22,M,0.2626788154897494,2195,100,6,0.118506819
85,32,N,I,0.605140651,0.756590909,65.73,128,﻿64be4d2be87f5c02557d9be9,40,Y,First,22,22,M,0.2626788154897494,2195,100,6,0.151450258
85,34,I,N,0.212800672,0.7925,61.29,135,﻿64be4d2be87f5c02557d9be9,41,X,First,22,22,M,0.2626788154897494,2195,100,6,0.579699328
85,11,I,N,0.08973176,0.379545455,93.55,43,﻿64be4d2be87f5c02557d9be9,42,X,First,22,22,M,0.2626788154897494,2195,100,6,0.289813695
85,41,N,N,0.879963726,0.918181818,39.66,161,﻿64be4d2be87f5c02557d9be9,43,A,First,22,22,M,0.2626788154897494,2195,100,6,0.03821809200000004
85,16,N,N,0.584320765,0.469318182,89.4,61,﻿64be4d2be87f5c02557d9be9,45,A,First,22,22,M,0.2626788154897494,2195,100,6,-0.11500258299999999
85,8,I,N,0.027734702,0.325681818,95.52,31,﻿64be4d2be87f5c02557d9be9,46,X,First,22,22,M,0.2626788154897494,2195,100,6,0.297947116
85,18,N,I,0.209099415,0.505227273,87.36,72,﻿64be4d2be87f5c02557d9be9,47,Y,First,22,22,M,0.2626788154897494,2195,100,6,0.296127858
85,38,N,I,0.496877063,0.864318182,50.47,152,﻿64be4d2be87f5c02557d9be9,48,Y,First,22,22,M,0.2626788154897494,2195,100,6,0.367441119
85,33,N,N,0.780490902,0.774545455,63.57,129,﻿64be4d2be87f5c02557d9be9,49,A,First,22,22,M,0.2626788154897494,2195,100,6,-0.005945446999999993
85,21,I,N,0.122580966,0.559090909,83.77,83,﻿64be4d2be87f5c02557d9be9,50,X,First,22,22,M,0.2626788154897494,2195,100,6,0.436509943
85,22,N,I,0.323377614,0.577045455,82.45,88,﻿64be4d2be87f5c02557d9be9,51,Y,First,22,22,M,0.2626788154897494,2195,100,6,0.25366784100000006
85,43,N,N,0.854517132,0.954090909,30.04,169,﻿64be4d2be87f5c02557d9be9,52,A,First,22,22,M,0.2626788154897494,2195,100,6,0.09957377700000003
85,45,I,I,0.916977089,0.99,14.13,178,﻿64be4d2be87f5c02557d9be9,53,B,First,22,22,M,0.2626788154897494,2195,100,6,0.07302291100000002
85,42,I,I,0.67962973,0.936136364,35.25,166,﻿64be4d2be87f5c02557d9be9,54,B,First,22,22,M,0.2626788154897494,2195,100,6,0.25650663399999996
85,27,N,I,0.45431189,0.666818182,75.05,108,﻿64be4d2be87f5c02557d9be9,55,Y,First,22,22,M,0.2626788154897494,2195,100,6,0.21250629199999999
85,12,N,N,0.365942886,0.3975,92.82,45,﻿64be4d2be87f5c02557d9be9,56,A,First,22,22,M,0.2626788154897494,2195,100,6,0.031557114
85,30,I,I,0.28081244,0.720681818,69.76,118,﻿64be4d2be87f5c02557d9be9,57,B,First,22,22,M,0.2626788154897494,2195,100,6,0.439869378
85,27,I,I,0.297468369,0.666818182,75.05,106,﻿64be4d2be87f5c02557d9be9,58,B,First,22,22,M,0.2626788154897494,2195,100,6,0.36934981299999997
85,29,N,N,0.718956446,0.702727273,71.6,113,﻿64be4d2be87f5c02557d9be9,59,A,First,22,22,M,0.2626788154897494,2195,100,6,-0.01622917299999993
85,33,I,I,0.392314782,0.774545455,63.57,130,﻿64be4d2be87f5c02557d9be9,60,B,First,22,22,M,0.2626788154897494,2195,100,6,0.3822306730000001
85,10,N,I,0.457087993,0.361590909,94.23,40,﻿64be4d2be87f5c02557d9be9,61,Y,First,22,22,M,0.2626788154897494,2195,100,6,-0.09549708400000001
85,9,I,N,0.336332236,0.343636364,94.9,35,﻿64be4d2be87f5c02557d9be9,62,X,First,22,22,M,0.2626788154897494,2195,100,6,0.007304128000000021
85,17,N,I,0.489474549,0.487272727,88.33,68,﻿64be4d2be87f5c02557d9be9,63,Y,First,22,22,M,0.2626788154897494,2195,100,6,-0.0022018219999999644
85,34,N,N,0.774476242,0.7925,61.29,133,﻿64be4d2be87f5c02557d9be9,64,A,First,22,22,M,0.2626788154897494,2195,100,6,0.018023758
85,14,I,I,0.185966076,0.433409091,91.2,54,﻿64be4d2be87f5c02557d9be9,65,B,First,22,22,M,0.2626788154897494,2195,100,6,0.24744301500000002
85,23,N,I,0.32198971,0.595,81.13,92,﻿64be4d2be87f5c02557d9be9,66,Y,First,22,22,M,0.2626788154897494,2195,100,6,0.27301029
85,12,N,I,0.350212259,0.3975,92.82,48,﻿64be4d2be87f5c02557d9be9,67,Y,First,22,22,M,0.2626788154897494,2195,100,6,0.047287740999999994
85,6,N,I,0.418224027,0.289772727,96.58,24,﻿64be4d2be87f5c02557d9be9,68,Y,First,22,22,M,0.2626788154897494,2195,100,6,-0.1284513
85,39,N,I,0.693509852,0.882272727,47.19,156,﻿64be4d2be87f5c02557d9be9,69,Y,First,22,22,M,0.2626788154897494,2195,100,6,0.188762875
85,3,N,N,0.620408627,0.235909091,97.87,9,﻿64be4d2be87f5c02557d9be9,70,A,First,22,22,M,0.2626788154897494,2195,100,6,-0.384499536
85,36,I,I,0.662973801,0.828409091,56.22,142,﻿64be4d2be87f5c02557d9be9,71,B,First,22,22,M,0.2626788154897494,2195,100,6,0.16543529
85,19,I,N,0.552859511,0.523181818,86.21,75,﻿64be4d2be87f5c02557d9be9,72,X,First,22,22,M,0.2626788154897494,2195,100,6,-0.029677693000000005
85,42,N,N,0.775401445,0.936136364,35.25,165,﻿64be4d2be87f5c02557d9be9,73,A,First,22,22,M,0.2626788154897494,2195,100,6,0.16073491900000003
85,29,I,N,0.488086399,0.702727273,71.6,115,﻿64be4d2be87f5c02557d9be9,74,X,First,22,22,M,0.2626788154897494,2195,100,6,0.21464087400000004
85,34,I,I,0.392777384,0.7925,61.29,134,﻿64be4d2be87f5c02557d9be9,75,B,First,22,22,M,0.2626788154897494,2195,100,6,0.399722616
85,41,I,N,0.788356068,0.918181818,39.66,163,﻿64be4d2be87f5c02557d9be9,76,X,First,22,22,M,0.2626788154897494,2195,100,6,0.12982574999999996
85,45,I,N,0.937334225,0.99,14.13,179,﻿64be4d2be87f5c02557d9be9,77,X,First,22,22,M,0.2626788154897494,2195,100,6,0.052665775000000026
85,35,N,I,0.582932713,0.810454545,58.87,140,﻿64be4d2be87f5c02557d9be9,78,Y,First,22,22,M,0.2626788154897494,2195,100,6,0.22752183199999998
85,27,N,N,0.76152162,0.666818182,75.05,105,﻿64be4d2be87f5c02557d9be9,79,A,First,22,22,M,0.2626788154897494,2195,100,6,-0.09470343800000003
85,32,N,N,0.774476242,0.756590909,65.73,125,﻿64be4d2be87f5c02557d9be9,80,A,First,22,22,M,0.2626788154897494,2195,100,6,-0.017885332999999948
85,25,I,I,0.186428826,0.630909091,78.2,98,﻿64be4d2be87f5c02557d9be9,81,B,First,22,22,M,0.2626788154897494,2195,100,6,0.44448026500000004
85,10,N,N,0.427939994,0.361590909,94.23,37,﻿64be4d2be87f5c02557d9be9,82,A,First,22,22,M,0.2626788154897494,2195,100,6,-0.06634908499999997
85,2,N,N,0.419612029,0.217954545,98.2,5,﻿64be4d2be87f5c02557d9be9,83,A,First,22,22,M,0.2626788154897494,2195,100,6,-0.201657484
85,30,N,N,0.793908176,0.720681818,69.76,117,﻿64be4d2be87f5c02557d9be9,84,A,First,22,22,M,0.2626788154897494,2195,100,6,-0.07322635799999999
85,3,I,N,0.195682043,0.235909091,97.87,11,﻿64be4d2be87f5c02557d9be9,85,X,First,22,22,M,0.2626788154897494,2195,100,6,0.04022704799999999
85,39,I,I,0.611155311,0.882272727,47.19,154,﻿64be4d2be87f5c02557d9be9,86,B,First,22,22,M,0.2626788154897494,2195,100,6,0.27111741600000006
85,37,I,I,0.541293039,0.846363636,53.4,146,﻿64be4d2be87f5c02557d9be9,87,B,First,22,22,M,0.2626788154897494,2195,100,6,0.30507059699999994
85,7,N,N,0.522323657,0.307727273,96.03,25,﻿64be4d2be87f5c02557d9be9,88,A,First,22,22,M,0.2626788154897494,2195,100,6,-0.21459638400000003
85,8,N,I,0.081866495,0.325681818,95.52,32,﻿64be4d2be87f5c02557d9be9,89,Y,First,22,22,M,0.2626788154897494,2195,100,6,0.24381532300000003
85,4,N,N,0.645855221,0.253863636,97.45,13,﻿64be4d2be87f5c02557d9be9,90,A,First,22,22,M,0.2626788154897494,2195,100,6,-0.39199158500000003
85,17,N,N,0.768461582,0.487272727,88.33,65,﻿64be4d2be87f5c02557d9be9,91,A,First,22,22,M,0.2626788154897494,2195,100,6,-0.281188855
85,19,N,N,0.803161491,0.523181818,86.21,73,﻿64be4d2be87f5c02557d9be9,92,A,First,22,22,M,0.2626788154897494,2195,100,6,-0.27997967300000004
85,44,N,I,0.913275782,0.972045455,23.65,176,﻿64be4d2be87f5c02557d9be9,93,Y,Second,22,22,M,0.2626788154897494,2195,100,6,0.05876967299999991
85,4,I,I,0.136923591,0.253863636,97.45,14,﻿64be4d2be87f5c02557d9be9,94,B,Second,22,22,M,0.2626788154897494,2195,100,6,0.11694004499999999
85,20,N,N,0.684256536,0.541136364,85.04,77,﻿64be4d2be87f5c02557d9be9,95,A,Second,22,22,M,0.2626788154897494,2195,100,6,-0.14312017200000005
85,17,I,N,0.320601708,0.487272727,88.33,67,﻿64be4d2be87f5c02557d9be9,96,X,Second,22,22,M,0.2626788154897494,2195,100,6,0.16667101900000003
85,13,N,N,0.607454005,0.415454545,91.98,49,﻿64be4d2be87f5c02557d9be9,97,A,Second,22,22,M,0.2626788154897494,2195,100,6,-0.19199946
85,9,I,I,0.112402349,0.343636364,94.9,34,﻿64be4d2be87f5c02557d9be9,98,B,Second,22,22,M,0.2626788154897494,2195,100,6,0.23123401500000001
85,35,I,N,0.610230009,0.810454545,58.87,139,﻿64be4d2be87f5c02557d9be9,99,X,Second,22,22,M,0.2626788154897494,2195,100,6,0.200224536
85,2,I,N,0.081403795,0.217954545,98.2,7,﻿64be4d2be87f5c02557d9be9,101,X,Second,22,22,M,0.2626788154897494,2195,100,6,0.13655075
